ASIN,Product Name,Price,Original Price,Rating,Sales Volume,Offers,Best Seller,Amazon Choice,Climate Friendly
B0BHHJV7W9,"AT&amp;T CL82507 DECT 6.0 5-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Intercom and Long Range, Silver (CL82507)",117.77,,4.3,500.0,4,False,False,False
B0DB88HK1Z,Reno 11 Pro Unlocked Android Phone 6.7-inch HD LCD Unlocked Cell Phone 8GB+256GB Android 13 Smartphone 6000 mAh Large Battery Unlocked Phone 50MP+13MP Camera Dual SIM (Rock Grey),99.99,119.99,2.8,,1,False,False,False
B0BP8GMBPF,ONEPLUS 10T | Moonstone Black | 5G Unlocked Android Smartphone U.S Version | 8GB RAM+128GB Storage (Renewed),204.95,389.0,3.8,200.0,1,False,False,False
B0B8F1S1XG,"AT&amp;T CL82219 DECT 6.0 2-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Intercom and Long Range, Black",51.6,65.95,4.3,500.0,6,False,False,False
B0D6YZ4PQB,"CUBOT KingKong X Rugged Smartphone 5G- 32GB RAM+512GB ROM Cell Phones, 10200mAh Battery, 100MP Camera, 6.58&quot; FHD+1.85&quot; Dual Screen, IP68/IP69K Phone Unlocked, 5G Dual SIM Android 14 Phone, NFC/GPS/OTG",399.99,,4.1,50.0,1,False,False,False
B096YK3RN9,"SAMSUNG Galaxy S21+ Plus G996U| Fully Unlocked Android Cell Phone | US Version 5G Smartphone | Pro-Grade Camera, 8K Video, 64MP High Res | 128GB - Phantom Silver - (Renewed)",246.0,,4.0,100.0,21,False,False,True
B0DB88HK1Z,Reno 11 Pro Unlocked Android Phone 6.7-inch HD LCD Unlocked Cell Phone 8GB+256GB Android 13 Smartphone 6000 mAh Large Battery Unlocked Phone 50MP+13MP Camera Dual SIM (Rock Grey),99.99,119.99,2.8,,1,False,False,False
B0CBNMDSTH,TCL FLIP 4056W 4GB 4G Unlocked GSM Flip Phone - for Senior Easy Use Gray,62.99,,3.6,0.0,1,False,False,False
B0BHHJV7W9,"AT&amp;T CL82507 DECT 6.0 5-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Intercom and Long Range, Silver (CL82507)",117.77,,4.3,500.0,4,False,False,False
B0BTTQGVVW,"Cat S22 Flip (16GB) 2.8&quot; Touchscreen, Android 11, IP68 Water Resistant, 4G LTE GSM (T-Mobile Unlocked for MetroPCS, Global) (Black)",64.94,,3.9,1000.0,9,False,False,False
B0BLD393H7,"Nokia 2780 Flip | Unlocked | KaiOS | Verizon, AT&amp;T, T-Mobile | Blue",88.0,,3.7,1000.0,3,False,False,False
B07HB15NMK,AT&amp;T EL52513 5-Handset Cordless Phone with Answering System &amp; XL Backlit Keys,106.08,,4.3,100.0,3,False,False,False
B0D6YZR64W,"DOOGEE Blade 10 Rugged Phone Unlocked Android 14,9GB+128GB/TF 2TB Octa Core Rugged Smartphone,6.56&quot; HD+ 90Hz Cell Phone,16MP Camera,4G Dual SIM IP68/IP69K Waterproof Phone,Widevine L1/GPS/Face ID",199.99,,4.5,0.0,1,False,False,False
B086R819LS,"VTech IS8151-5 Super Long Range 5 Handset DECT 6.0 Cordless Phone for Home with Answering Machine, 2300 ft Range, Call Blocking, Bluetooth, Headset Jack, Power Backup, Intercom, Expandable to 12 HS",148.87,164.95,4.2,300.0,5,False,False,False
B0B8W377RV,"Google Pixel 6a 5G, US Version, 128GB, Charcoal - Unlocked (Renewed)",172.49,,3.9,400.0,7,False,False,False
B08PMP778K,"Apple iPhone 12 Pro Max, 128GB, Pacific Blue - Fully Unlocked (Renewed)",469.99,,4.2,400.0,8,False,False,True
B0D897WH4K,Bold K50 | 5G| 2024 | 3-Day Battery | Unlocked | 6.7” FHD+ 3D AMOLED | 256/8GB | Triple 64MP Camera | US Version | US Warranty | Purple,199.99,,4.1,300.0,1,False,False,False
B0CKNHHZH1,"Cheap Smartphone， 5.0&#x27;&#x27; Android 9.0, 16GB ROM(Extendable to 128GB,Dual SIM Dual Camera, WiFi,Bluetooth,GPS Basic Mobile Phones (R10-Purple)",51.99,,3.0,0.0,1,False,False,False
B0D3F61948,"UMIDIGI G9 5G Cell Phone, Android 14 Unlocked Phones, 12(6+6) GB +128GB/1TB TF Expand, 5G Dual SIM, 50MP Camera, 6.75&quot; HD+ 90Hz Display, AI Face &amp; Fingerprint Unlock, 5000mAh Android Phone Green",143.99,,4.3,200.0,1,False,False,False
B09RNBM76R,"SAMSUNG Galaxy XCover6 Pro 5G | Rugged (IP68 Rated) Unlocked (Verizon, AT&amp;T, T-Mobile, US Cellular) | Dual Sim (1 Nano + 1 eSIM) | 128GB | US Version (2022 Model) | Black (SM-G736UZKEXAA)",124.99,499.99,3.9,100.0,7,False,False,False
B0C5B736X3,Samsung Galaxy S23 5G Factory Unlocked 128GB - Phantom Black (Renewed),379.55,,4.1,500.0,16,False,False,False
B07Z6Q9NCZ,BLU Advance L5 | 2020 | Long Lasting Battery | Unlocked | 4.0” Display | 16GB | 5MP Camera | US Warranty | Black,,,3.3,50.0,1,False,False,False
B0D18SMB1X,"SAMSUNG Galaxy Z Fold 6 AI Cell Phone, 512GB Unlocked Android Smartphone, Circle to Search, Handsfree Live Interpreter, AI Photo Edits, Large Screen, 2024,US 1 Yr Manufacturer Warranty, Silver Shadow",1614.99,2019.99,4.1,300.0,10,False,False,True
B0BCQXY9H8,"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto, Wide Angle Lens, and 24-Hour Battery - 512GB - Snow",499.95,,4.2,50.0,4,False,False,True
B09ZRTQXQ7,"Samsung Galaxy A13 5G (64GB, 4GB) 6.5&quot; HD+, 50MP Triple Camera, 5000mAh Battery, 5G / 4G Volte (for T-Mobile, Metro, Sprint Only) A136U (Black) (Renewed)",94.0,179.0,4.0,100.0,21,False,False,False
B0CWLJSSSX,"[New] VTech VG131-21 DECT 6.0 2-Handset Cordless Phone - Bluetooth Connection, Blue-White Display, Big Buttons, Full Duplex Speakerphone, Caller ID, Easy Wall Mount, 1000ft Range (Black)",30.52,32.95,4.2,200.0,2,False,False,False
B08HBPXM97,Kyocera DuraXV Extreme E4810 Verizon Rugged LTE Flip Basic Cell Phone Camera GPS Black- (Renewed),159.99,199.75,3.8,100.0,7,False,False,True
B08H7RJLM2,"Samsung Galaxy S20 Ultra, 128GB, Cosmic Gray - Fully Unlocked (Renewed)",250.0,,4.1,400.0,27,False,False,True
B0CWWC2G6F,Nokia 110 4G | Dual SIM | GSM Unlocked Mobile Phone | Volte | Blue | International Version | Not AT&amp;T/Cricket/Verizon Compatible,39.99,,3.7,400.0,3,False,False,False
B0BKZDZ63C,"Traditional Red Landline Phone, Retro Corded Telephone with Message Indicator, Classic 2500 Analog Desk Phone, Vintage Corded Desk Telephone Large Button, Old Red Telephone Landline for School,Home",35.97,,4.3,200.0,2,False,False,False
B09GBLFSB2,"SAMSUNG Galaxy Z Flip 3 5G Factory Unlocked Android Cell Phone US Version Smartphone Flex Mode Intuitive Camera Compact 128GB Storage US Warranty, Phantom Black (Renewed)",273.99,,3.9,200.0,11,False,False,True
B09MMLPD1L,MOTOROLA Moto ONE 5G UW ACE 64GB Volcanic Grey-(Verizon),75.05,,4.0,200.0,3,False,False,False
B088BF7ZDL,"AT&amp;T DL72319 DECT 6.0 3-Handset Cordless Phone for Home with Connect to Cell, Call Blocking, 1.8&quot; Backlit Screen, Big Buttons, intercom, and Unsurpassed Range",76.95,,4.2,300.0,3,False,False,False
B09TG89P52,Motorola Edge + |2022| 4800mAh Battery | Unlocked | Made for US 8/512GB | 50MP Camera | Cosmos Blue,270.74,,4.2,100.0,3,False,False,False
B08L9MY937,Samsung - Galaxy A71 A716U 5G Fully Unlocked 128GB - Prism Cube Black (Renewed),145.0,166.0,4.0,300.0,16,False,False,True
B00WHYS81A,"VTech CS6529-3 3-Handset Expandable Cordless Phone with Answering System-Caller ID/Call Waiting &amp; Backlit Display/Keypad, Silver",65.95,,4.3,300.0,3,False,False,False
B09BM2FZ3M,OnePlus Nord N200 | 5G for T-Mobile U.S Version | 6.49&quot; Full HD+LCD Screen | 90Hz Smooth Display | Large 5000mAh Battery | Fast Charging | 64GB Storage | Triple Camera (T-Mobile) (Renewed),74.0,84.37,4.1,500.0,16,False,False,True
B084HM9YWW,"Apple iPhone 11, US Version, 64GB, Black - T-Mobile (Renewed)",209.0,222.07,4.2,100.0,1,False,False,True
B0764KJ4RK,"AT&amp;T CD4930 Corded Phone with Digital Answering System and Caller ID, Extra-Large Tilt Display &amp; Buttons, Black",49.85,,4.4,400.0,3,False,False,False
B08KSGND8P,"SAMSUNG Galaxy S10 128GB 6.1&quot; 4G LTE Unlocked, Prism Black (Renewed)",149.85,,4.2,500.0,14,False,False,True
B08HKRVZ4W,"Samsung Galaxy Note 20 5G (128GB, 8GB) 6.7&quot; AMOLED+, Snapdragon 865, Global 5G VoLTE (Fully Unlocked for AT&amp;T, Verizon, Sprint, Metro) N981U (Mystic Bronze) (Renewed)",225.0,598.98,4.3,400.0,19,False,False,True
B00FRS8UKM,"VTech CS6719-16 DECT 6.0 Phone with Caller ID/Call Waiting, 1 Cordless Handset, Red",20.23,21.95,4.4,300.0,6,False,False,False
B0BSQXLQNK,Motorola Moto E13 Dual SIM 64GB ROM + 2GB RAM Factory Unlocked 4G Smartphone (Cosmic Black) - International Version,89.98,,4.0,100.0,3,False,False,False
B0BF8C19NJ,"AT&amp;T EL51303 3 Handset DECT 6.0 Cordless Home Phone Full-Duplex Handset Speakerphone,Backlit Display, Lighted Keypad,Caller ID/Call Waiting,Phonebook, Eco Mode,Voicemail Key,Quiet Mode,Intercom,Silver",55.04,,4.3,700.0,3,False,False,False
B0CQ88L871,"Nothing Phone (2a) Smartphone Unlocked 5G Android Phone Dimensity 7200 Pro, 50MP Dual Camera, 6.7&#x27;&#x27; AMOLED Display, 5000mAh Battery, NFC (Milk, 12+256GB)",402.0,,4.5,50.0,11,False,False,False
B08FRTH1KJ,Samsung S20+128GB Cloud Blue Unlocked (Renewed),199.99,,4.1,200.0,23,False,False,True
B07BZV9DST,"VTech DS6151-2 2 Handset 2-Line Cordless Phone System for Home or Small Business with Digital Answering System &amp; Mailbox on each line, Silver",96.87,109.95,4.1,600.0,21,False,False,False
B0BZK41SXZ,"Panasonic Cordless Phone with Advanced Call Block, Bilingual Caller ID and Easy to Read Large High-Contrast Display, Expandable System with 3 Handsets - KX-TGD813B (Black)",79.99,,4.3,300.0,3,False,False,False
B0CMPLN52T,"Apple iPhone 15, 128GB, Pink - Unlocked (Renewed)",620.05,661.99,4.4,200.0,21,False,False,False
B0CCT2VXHC,"TracFone Nokia 2760 Flip, 4GB, Black - Prepaid Feature Phone (Locked) (Renewed)",14.99,,3.7,500.0,1,False,False,False
B08CFSZLQ4,Google Pixel 4a - Unlocked Android Smartphone - 128 GB of Storage - Up to 24 Hour Battery - Just Black,159.99,179.99,4.5,200.0,15,False,False,True
B0CZ9SYQGY,"Panasonic Cordless Phone, Easy to Use with Large Display and Big Buttons, Flashing Favorites Key, Built in Flashlight, Call Block, Volume Boost, Talking Caller ID, 2 Cordless Handsets - KX-TGU432W",69.99,,4.3,400.0,4,False,False,False
B09BFRV59N,"SAMSUNG Galaxy S21 FE 5G Cell Phone, Factory Unlocked Android Smartphone, 128GB, 120Hz Display Screen, Pro Grade Camera, All Day Intelligent Battery, US Version, 2022, White",319.95,348.28,4.5,200.0,1,False,False,True
B08Y727NMK,"OnePlus 9 Winter Mist, 5G Unlocked Android Smartphone U.S Version, 8GB RAM+128GB Storage, 120Hz Fluid Display, Hasselblad Triple Camera, 65W Ultra Fast Charge, 15W Wireless Charge, with Alexa Built-in",188.89,599.99,4.2,200.0,1,False,False,False
B09Q7JLN13,SIMBROS Radiant Core Phone At&amp;t Unlocked u304aa 4g 5.5in 16GB Smart Phone simkey -Unlocked to Work on All GSM Carriers Like At&amp;t T-Mobile &amp; Cricket -Not for Verizon,39.99,49.99,3.0,50.0,1,False,False,True
B0CL7RDZXD,"BLU C5 Max | Unlocked | 5.7” HD+ Display | 5MP Camera | (Red, 32GB)",54.99,,3.3,100.0,2,False,False,False
B0D9927L49,Motorola Moto G Power 5G | 2023 | Unlocked | Made for US 4/128GB | 50 MPCamera | Mineral Black,144.99,,3.5,500.0,6,False,False,False
B0C2G7GQ6H,Samsung Galaxy A54 5G 256GB + 8GB Unlocked Worldwide Dual Sim 6.4&quot; 120Hz 50MP Triple Cam - (Black),379.5,,4.0,400.0,3,False,False,True
B01LZV2HVG,"Panasonic Amplified Cordless Phone with Slow Talk, 40dB Volume Boost, 100dB Loud Visual Ringer, Hearing Aid Compatibility, Large Screen and Backlit Keypad - KX-TGM420W - 1 Handset (White)",103.76,119.99,4.3,300.0,25,False,False,False
B00V5ZJXNE,PANASONIC Corded/Cordless Phone System with Answering Machine and One Touch Call Blocking – 3 Handsets - KX-TGF353N (Champagne Gold),139.95,,4.4,100.0,4,False,False,False
B07D2BHBYR,"AT&amp;T CL84107 DECT 6.0 Expandable Corded/Cordless Phone with Smart Call Blocker, Black/Silver with 1 Handset",76.95,88.14,4.4,200.0,5,False,False,False
B088XZFKJ5,Samsung Galaxy A20 32GB 6.4&quot; Display A205U Black Unlocked Smartphone (Renewed),91.75,199.95,3.9,100.0,17,False,False,True
B0CBNLS6BD,"Motorola Moto G Stylus | 2022 | 2-Day Battery | Unlocked | Made for US 4/128GB | 50MP Camera | Twilight Blue | 4G RAM, 4G/3G cellular technology",169.99,,4.3,200.0,7,False,False,False
B07H8PXT7K,"Samsung Galaxy Note 9, 128GB, Lavender Purple - Unlocked (Renewed)",183.0,198.0,4.3,100.0,6,False,False,True
B0D1ZFS9GH,Moto G Stylus 5G | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Caramel Latte,349.99,399.99,4.3,400.0,3,False,False,False
B08HHT4XTS,"Samsung Electronics Galaxy Note 20 Ultra 5G Factory Unlocked Android Cell Phone | US Version | 128GB of Storage | Mobile Gaming Smartphone | Mystic Bronze, SM-N986UZNAXAA (Renewed)",344.0,,4.1,400.0,22,False,False,True
B0CMDKX76Q,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Amber Yellow",859.99,,4.4,50.0,1,False,False,True
B0DCVTQBHL,"Magnetic for iPhone 16 Case,[Compatible with MagSafe][Military Grade Drop Protection] Anti-Fingerprint Translucent Matte Shockproof Protective Case for iPhone 16 Phone Case 6.1&quot;,Deep Purple",21.99,,5.0,0.0,1,False,False,False
B0CKXNCDXY,"CAT S62 Rugged Cell Phone Unlocked (128GB, 4GB) 5.7&quot; IP68 Waterproof Android Smartphone, 12MP Dual Camera, All Day Battery, NFC, Fingerprint Unlock, Snapdragon 660 Nano Slot(Black) New",169.0,,3.5,100.0,4,False,False,False
B0CHN7M531,"OnePlus Open, 16GB RAM+512GB, Dual-SIM, Voyager Black, US Factory Unlocked Android Smartphone, 4805 mAh Battery, 67W Fast Charging, Hasselblad Camera, 120Hz Fluid Display",1299.99,1699.99,4.1,200.0,4,False,False,False
B0CHDSGLCF,"NUU A15 Cell Phone 4GB + 128GB, Unlocked for Mint, Metro, T-Mobile, Qlink and More, Perfect for Teenagers, Dual SIM 4G, Octa-Core Helio G36 2.2GHz 6.5&quot; HD+, Android 13, Purple, US Warranty",119.99,,4.0,100.0,1,False,False,False
B0CLHHNWZQ,Samsung Galaxy S23 FE S711B 256GB Dual SIM GSM Unlocked Android Smartphone - Graphite,473.5,,4.2,50.0,1,False,False,False
B00NCUVOB4,"Panasonic 2-Line Corded/Cordless Phone System with 2 Handsets - Answering Machine, Link2Cell, 3-Way Conference, Call Block, Long Range DECT 6.0, Bluetooth - KX-TG9582B (Black)",229.0,,4.1,300.0,8,False,False,False
B0DCQX683H,"Motorola One 5G UW Ace (64GB, 4GB) 6.7&quot;, Snapdragon 750G, 5000mAh Battery (US Model Only for Verizon, Visable, Straight Talk, Total, Xfinity) XT21131PP (w/Fast Charger, Volcanic Grey)",69.99,,4.08753709198813,,2,False,False,False
B0CJCVV96Z,Nokia C2 2E | Android 11 (Go Edition) | Unlocked Smartphone | All Day Battery | Dual SIM | 2/32GB | 5.7-Inch Screen | International Version | Blue,59.99,,3.2,50.0,2,False,False,False
B0CCSF3WML,Straight Talk Apple iPhone 7 32GB - Silver,83.0,98.99,3.8,200.0,4,False,False,False
B0CCT22SDM,"Total by Verizon Samsung Galaxy A14 5G, 64GB, Black - Prepaid Smartphone (Locked)",69.99,,4.1,300.0,1,False,False,False
B07TWYLQM7,"Apple iPhone SE, 32GB Gray Unlocked 1st Gen 2016 ATT Tmobile",99.99,,3.6,100.0,1,False,False,True
B0D7SBL8PJ,X40 Unlocked 5G Cell Phones 2024 Android 13 Mobile Phones With 24MP+50MP Camera 8GB+256GB 8-Core Smartphone 6.7&quot; HD Screen 6200 mAh Long Battery smartphone Dual SIM Adnroid phone(Elegant black),99.99,,5.0,50.0,1,False,False,False
B09V1NGFN4,SAMSUNG Galaxy S22 128 GB Green,235.9,250.0,4.0,400.0,27,False,False,True
B0CHH6QWS1,Simple Mobile | Motorola Moto g Pure | Locked | 32GB | 4000 mAh Battery | 13 MP Dual Camera System | 6.5&quot; Max Vision HD+ Display | Blue,49.99,,4.2,100.0,1,False,False,False
B06X1B444W,"VTech Connect to Cell DS6771-3 DECT 6.0 Cordless Phone - Black, Silver, 6.9&quot; x 4&quot; x 6.6&quot;",98.25,109.99,4.1,200.0,25,False,False,False
B01K5N4QEM,Panasonic Expandable Cordless Phone System with Amber Backlit Display and Call Block – 1 Handset – KX-TGC350B (Black),31.49,34.99,4.3,100.0,21,False,False,False
B0929127RH,"VTech IS8121-3 Super Long Range up to 2300 Feet DECT 6.0 Bluetooth 3 Handset Cordless Phone for Home with Answering Machine, Call Blocking, Connect to Cell, Intercom and Expandable to 5 Handsets",76.56,80.58,4.2,300.0,3,False,False,False
B0CMDRFVTL,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet",859.99,,4.4,100.0,1,False,False,True
B0DDMGMZY1,"TEAM LUXURY for iPhone 15 Case, [Military Grade Protection] Scratch-Resistant Back, Shockproof Phone Case for iPhone 15 6.1” (Black/Black)",7.99,,4.8,50.0,1,False,False,True
B0CHYBX2L4,"Blackview Rugged Smartphone Unlocked, 2023 BV6200 Rugged Phones, 13000mAh Battery 18W Fast Charge, Android 13, 8GB+64GB/2TB Expand, Waterproof Mobile Phones, Three Card Slots, 6.56&quot; Display, T-Mobile",169.99,199.99,4.1,50.0,1,False,False,False
B0858974Q2,SAMSUNG Galaxy A10e GSM Unlocked (not CDMA) 32GB Smartphone - Black (Renewed),69.0,74.99,3.8,50.0,16,False,False,True
B0757B9VFG,"VTech AM18447 Main Console 4-Line Expandable Small Business Office Phone System with Answering Machine, Intercom, Auto Attendant &amp; Music on Hold , Black",149.95,164.95,4.3,300.0,6,False,False,False
B0D6YWSJ1B,"DOOGEE Blade 10 Ultra Rugged Smartphone, 20GB RAM+256GB ROM Rugged Phone Unlocked Android 14,6.56&#x27;&#x27;90Hz Display,50MP Camera, IP68/IP69K Waterproof Phones, Face ID/NFC/GPS/OTG",279.99,,5.0,50.0,1,False,False,False
B08GPJYY54,"VTech VS113-5 Extended Range 5 Handset Cordless Phone for Home with Call Blocking, Connect to Cell Bluetooth, 2&quot; Backlit Screen, Big Buttons, and Answering System, Silver &amp; Black",119.95,142.95,4.0,100.0,2,False,False,False
B0CKXL587M,"CAT S22 Rugged Flip Phone (16GB) 2.8&quot; Touchscreen Smart Cell Phone Android 11, IP68 Water Resistant, T-Mobile 4G LTE GSM Single Nano Slot,Compatible with T-Mobile(New)",64.89,,3.7,500.0,1,False,False,False
B003BNY7QG,"AT&amp;T ML17939 2-Line Corded Telephone with Digital Answering System and Caller ID/Call Waiting, Black/Silver",70.32,87.95,4.3,200.0,83,False,False,False
B07MQVW2T6,Prepaid At&amp;T Axia 4G LTE 16GB Android 8.1 LCD 5.5&quot;,39.99,,3.4,50.0,9,False,False,False
B09DDCGFGJ,"Panasonic Cordless Phone System, Expandable Home Phone with Call Blocking, Bilingual Caller ID and High-Contrast Display, 1 Handset - KX-TGD610B (Black)",34.49,,4.3,100.0,12,False,False,False
B08H85VZNX,"Google Pixel 4a Smartphone, 128GB Storage &amp; Unlocked Cellular - Just Black (Renewed)",130.0,159.99,4.0,50.0,11,False,False,True
B0CJB9FW71,BLU G73 | 2023 | 3-Day Battery | Unlocked | 6.8” HD+ Infinity Display | 128/6GB | Triple 50MP Camera | US Version | US Warranty | Blue,114.99,,3.9,,4,False,False,False
B09R6FJWWS,"SAMSUNG Galaxy A53 5G A Series Cell Phone, Factory Unlocked Android Smartphone, 128GB, 6.5” FHD Super AMOLED Screen, Long Battery Life, US Version, Black",,,4.3,0.0,1,False,False,True
B007P8DMBE,"AT&amp;T TL88102 DECT 6.0 2-Line Expandable Cordless Phone with Answering System and Dual Caller ID/Call Waiting, 1 Handset, Silver/Black",95.53,119.95,4.1,100.0,49,False,False,False
B07X4B9G32,Moto Z4 - For Verizon - 128 GB - Flash Gray (Renewed),80.29,94.79,4.2,100.0,8,False,False,True
B08HVXC89J,LIVELY Jitterbug Flip2 - Flip Cell Phone for Seniors - Not Compatible with Other Wireless Carriers- Must Be Activated Phone Plan- Graphite,47.99,79.99,4.0,300.0,11,False,False,False
B09X7G4FT4,"Tracfone Samsung Galaxy A13 5G, 64GB, Black - Prepaid Smartphone (Locked)",159.99,,4.3,100.0,2,False,False,False
B0D485PQTD,"SAMSUNG Galaxy A05s (SM-A057M/DS), 128GB 4GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Case Bundle) (Light Violet)",125.0,,5.0,0.0,1,False,False,False
B08FRS3R32,"SAMSUNG Galaxy S20+ Plus 5G Factory Unlocked Android Cell Phone SM-G986U US Version | 128GB | Fingerprint ID &amp; Facial Recognition | Long-Lasting Battery (Cosmic Black, 128GB)",249.7,349.0,3.7,200.0,8,False,False,False
B0D7ZWSVGB,"CMF Phone 1 8+256GB - Unlocked Smartphone with 50 MP Rear Camera with Ultra XDR, 6,67&quot; Super AMOLED Display and Nothing OS 2.6 - Light Green",289.0,,4.2,100.0,1,False,False,False
B0845ZVJW3,"Samsung Galaxy Note 10+, 256GB, Aura Black - Fully Unlocked (Renewed)",264.95,299.99,4.2,200.0,14,False,False,True
B09KMH4G81,Samsung Galaxy A42 5G 128GB Prism Dot Black for Verizon (Renewed),124.0,,4.1,50.0,6,False,False,True
B0D19B2D19,"SAMSUNG Galaxy Z Flip 6 AI Cell Phone, 512GB Unlocked Android Smartphone, FlexCam, Photo Assist, Camcorder Mode, Live Interpreter, Foldable Design, 2024, US 1 Yr Manufacturer Warranty, Silver Shadow",944.96,1219.99,4.2,300.0,8,False,False,True
B08R61G69Q,"Google Pixel 4a with 5G, 6.2&quot;, 128GB, 6GB RAM, Unlocked Cellular - Just Black (Renewed)",135.0,159.0,3.8,100.0,10,False,False,True
B0CHLFVL28,Motorola Moto G Stylus 5G/ 128GB Stainless Steel Blue W/ 50MP Camera- Verizon (Renewed),113.87,,3.6,,11,False,False,False
B07R5CJDD7,Google - Pixel 3a X-Large with 64GB Memory Cell Phone (Unlocked) - Just Black (G020C),139.99,479.0,4.3,,20,False,False,False
B0BDY7QHXS,"Apple iPhone SE 3rd Gen, 64GB, Midnight - T-Mobile (Renewed)",197.0,,4.3,50.0,15,False,False,False
B0CZRJMN8G,"Big Button Phone for Seniors, Corded Landline Telephone with Handsfree Function and 9 Groups of Memory, One-Touch Dialling,Suitable People with Vision Disorders/Hearing Damage (EX-LD-858HF)",29.99,,4.5,300.0,1,False,False,False
B086H3HH5V,Moto E | Unlocked | Made for US by Motorola | 2/32GB | 13MP Camera | 2020 | Blue,107.99,119.99,4.4,,4,False,False,False
B0CGVM1TBK,"Landline Phone, Big Button Phone for Seniors, Telephone Can One-Touch Dialling with 9 Piction, Suitable for People with Vision Disorders/Hearing Damage, Corded Phone Can Be Used for Home, Office",29.99,,4.0,300.0,2,False,False,False
B008UZE0IU,"VTech CD1113 Corded Phone for Home Office - Easy-to-Use Telephone with Caller ID/Call Waiting, 13 Speed Dial Keys, No AC Power Required, Flash, Volume Control, Hearing Aid Compatible,Wall-mount, Black",22.4,23.86,4.1,100.0,15,False,False,False
B084CVPLLC,Moto G stylus | 2020 | Unlocked | Made for US by Motorola | 4/128GB | 48MP Camera | Indigo,149.99,179.99,4.4,,5,False,False,False
B00BLVLHEU,VTech CS6629 Dect 6.0 1-Handset Cordless Answering System,38.58,,4.4,100.0,24,False,False,False
B004KQDBKG,"Panasonic KX-TS880B Integrated Corded Telephone,Black",55.0,59.99,3.9,50.0,3,False,False,False
B0C6SLFZ1T,"Corded Phone for Home, Durable landline Phone with Large Buttons for Seniors, Versatile Mini Phone for The Home, Office, and More (Black)",13.98,,3.6,200.0,1,False,False,False
B09MMJWHDX,TCL Flip Pro Slate Gray Basic Flip Phone (Verizon),41.0,,3.0,200.0,6,False,False,False
B08M46Q3C1,"Panasonic Office Phone System, Corded Base Station with 4-Lines Expandable with Up to 10 Compatible Panasonic Business Phones Wirelessly - KX-TGW420B (Black)",146.29,169.99,3.8,100.0,23,False,False,False
B0BQZP5XQP,"Old Style Wall Phone-Freely Adjust The Volume Landline Phone, Classic Retro Design Landline Phones for Home, Wall Phones for Landline, Suitable for Living Room, School, Home, Office(Black)",9.99,,3.4,200.0,1,False,False,False
B0CSDWT13K,Xiaomi Redmi Note 13 4G LTE (256GB + 8GB) 6.67&quot; 108MP Triple (Tmobile Mint Tello Global) Global Bands Unlocked + (Fast Car Dual Charger Bundle) (MidnightBlack Global ROM),159.69,169.99,4.4,300.0,1,False,False,False
B0D5GJ5RFH,X3 2024 New Cheap 4G LTE GSM Unlocked Android Phones 6.0” Cell Phone 3000mAh Android Phone 8MP Smartphone 16GB Dual SIM (for T-Mobile Metro Mint Tello USA Market) Face Unlocked (Gold),59.99,,1.6,50.0,1,False,False,False
B0B7KNC1CM,"SMPL Big Button Phone for Seniors, Simple Corded Landline &amp; VOIP Home Telephone for Elderly, Handicap, Alzheimer’s, Dementia, Hearing Impaired 56011",64.99,,4.1,50.0,1,False,False,False
B001TK3DLS,"AT&amp;T TR1909B Trimline Corded Phone with Caller ID, Black",23.04,,4.1,100.0,45,False,False,False
B0CQPBKCNH,"Hellobaby DECT 6.0 Cordless Phone with 2 Handsets, Reliable 1000 ft Range, Cordless Home Phone with Caller ID/Call Waiting, Call Block, Phones Landline Cordless with Blue Backlit Display, HB2688-2",27.99,37.99,3.9,200.0,3,False,False,False
B0CH9P3HYW,"VTech IS8251 Business Grade Expandable Cordless Phone for Home Office, 5&quot; Color Display, Programmable Short Cut Keys, Smart Call Blocking, Answering System, Bluetooth Connect to Cell",89.95,109.95,4.2,,2,False,False,False
B07DVTRK72,"Y043 Corded Landline Telephone for Home, Caller ID/Call Waiting, Easy-to-Use, Speaker, Display, Desk Phone Only (Off-White)",18.98,29.98,3.8,100.0,1,False,False,False
B0D749T6DG,"Gabb Phone 4 Pro The Safe Phone Built for Teens - No Social Media/Internet, GPS Tracking, Parental Controls, Talk &amp; Text, Safe Messaging, Safe Video Calls, 30 Activation Fee",199.99,,4.5,50.0,1,False,False,True
B0CK2RLX1N,"Motorola Edge + Plus | 2022 | US Version| 5G Smartphone with Android 12.0 | 8 GB Memory | 50MP Camera | 4800mAh, More Than All Day Battery Life | Unlocked Phone | (128GB | Cosmos Blue) (Renewed)",184.95,219.0,4.0,,1,False,False,False
